,ClassEntropy,ClassProbabilityMax,ClassProbabilityMean,ClassProbabilityMin,ClassProbabilitySTD,DatasetRatio,InverseDatasetRatio,KurtosisMax,KurtosisMean,KurtosisMin,KurtosisSTD,Landmark1NN,LandmarkDecisionNodeLearner,LandmarkDecisionTree,LandmarkLDA,LandmarkNaiveBayes,LandmarkRandomNodeLearner,LogDatasetRatio,LogInverseDatasetRatio,LogNumberOfFeatures,LogNumberOfInstances,NumberOfCategoricalFeatures,NumberOfClasses,NumberOfFeatures,NumberOfFeaturesWithMissingValues,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,PCAFractionOfComponentsFor95PercentVariance,PCAKurtosisFirstPC,PCASkewnessFirstPC,PercentageOfFeaturesWithMissingValues,PercentageOfInstancesWithMissingValues,PercentageOfMissingValues,RatioNominalToNumerical,RatioNumericalToNominal,SkewnessMax,SkewnessMean,SkewnessMin,SkewnessSTD,SymbolsMax,SymbolsMean,SymbolsMin,SymbolsSTD,SymbolsSum
1040,0.333564012148065,0.938450850989927,0.5,0.0615491490100729,0.438450850989927,0.00750260507120528,133.287037037037,14390.004672648,776.819738113525,-3.0,2494.31024323127,0.990482780446981,0.938450982434165,0.989788142833011,0.983605221991117,0.960751386095381,0.938450982434165,-4.89250497592206,4.89250497592206,4.68213122712422,9.57463620304628,0.0,2.0,108.0,0.0,14395.0,0.0,0.0,108.0,0.787037037037037,2.5882043838501,-1.4635534286499,0.0,0.0,0.0,0.0,0.0,119.966690063477,14.9062942935637,-1.17554950714111,23.5843894223977,0.0,0.0,0.0,0.0,0.0
1041,3.31876896824132,0.110438292964245,0.1,0.0908304498269896,0.00661549507292526,0.226066897347174,4.4234693877551,3463.00199079612,336.505396422524,-3.0,845.494925519905,0.875122290466209,0.207045933895501,0.730427832922093,0.808891564598275,0.553849789795018,0.187458680669924,-1.48692431755002,1.48692431755002,6.66440902035041,8.15133333790043,0.0,10.0,784.0,0.0,3468.0,0.0,0.0,784.0,0.315051020408163,1.46227788925171,-1.20010721683502,0.0,0.0,0.0,0.0,0.0,58.8642730712891,9.15823288308664,-0.19530177116394,15.6418021815464,0.0,0.0,0.0,0.0,0.0
1043,0.808311615941228,0.751863217886892,0.5,0.248136782113108,0.251863217886892,0.0105217010083297,95.0416666666667,4557.00174140993,257.722240890227,-3.0,953.088611389279,0.770720565088871,0.751863795155284,0.793290049522055,0.833181216169527,0.544287208722024,0.751863795155284,-4.55431539193644,4.55431539193644,3.87120101090789,8.42551640284433,0.0,2.0,48.0,0.0,4562.0,0.0,0.0,48.0,0.770833333333333,-1.38512170314789,0.0132965035736561,0.0,0.0,0.0,0.0,0.0,67.5203857421875,7.15057501328799,-1.93016290664673,14.426995957226,0.0,0.0,0.0,0.0,0.0
1044,1.56624782530271,0.389722019019751,0.333333333333333,0.262435991221653,0.0529673424643542,0.00246891002194587,405.037037037037,112.698303973792,26.6632370546002,-1.20074360416781,33.8338431987997,0.563826081005288,0.430322654780167,0.622254677821835,0.490848697382063,0.427765411574674,0.406548956526098,-6.00397851239946,6.00397851239946,3.29583686600433,9.29981537840379,3.0,3.0,27.0,0.0,10936.0,0.0,0.0,24.0,0.633333333333333,5.63614748121639,1.6196462515775,0.0,0.0,0.0,0.125,8.0,9.10620191368887,3.27581564318794,-1.29945635654737e-18,2.6759079660373,2.0,2.0,2.0,0.0,6.0
1045,0.30797532887292,0.944827586206897,0.5,0.0551724137931034,0.444827586206897,0.648275862068965,1.54255319148936,67.5139877862832,11.3317960818625,-3.0,14.6314854447377,0.931831501831502,0.931831501831502,0.903113553113553,0.911831501831502,0.867252747252747,0.946190476190476,-0.433438960150571,0.433438960150571,4.54329478227,4.97673374242057,0.0,2.0,94.0,0.0,145.0,0.0,0.0,94.0,0.180851063829787,3.55235910415649,1.70556175708771,0.0,0.0,0.0,0.0,0.0,8.33750629425049,2.46914081180349,-1.0952582359314,1.83064609966705,0.0,0.0,0.0,0.0,0.0
1046,0.91348383114068,0.671405596654873,0.5,0.328594403345127,0.171405596654873,0.000321646831778707,3109.0,53.5733184814453,9.97188433717363,-1.92484857443607,21.8114952344819,0.881634514097851,0.934448793134151,0.934127001216547,0.806882859342987,0.690192628185663,0.671405632447885,-8.04205641005875,8.04205641005875,1.6094379124341,9.65149432249285,0.0,2.0,5.0,0.0,15545.0,0.0,0.0,5.0,0.8,-0.136389255523682,0.919326961040497,0.0,0.0,0.0,0.0,0.0,5.8920521736145,1.471329857409,-0.274138033390045,2.26915702156859,0.0,0.0,0.0,0.0,0.0
1048,0.991927046405261,0.552845528455285,0.5,0.447154471544715,0.0528455284552846,0.021680216802168,46.125,89.718994140625,38.1913646890884,-1.32963025569916,36.5522548430528,0.650169906748854,0.529342500395132,0.615591907697171,0.620859016911648,0.525687529634898,0.599506085032401,-3.83135510236069,3.83135510236069,2.07944154167984,5.91079664404053,0.0,2.0,8.0,0.0,369.0,0.0,0.0,8.0,0.625,34.4363327026367,-4.81724977493286,0.0,0.0,0.0,0.0,0.0,8.43492984771729,4.38456140458584,-0.375310063362122,3.29013502067194,0.0,0.0,0.0,0.0,0.0
1049,0.535324721632944,0.877914951989026,0.5,0.122085048010974,0.377914951989026,0.0253772290809328,39.4054054054054,768.985655788016,104.723000515852,-1.5098888874054,148.775736438041,0.88,0.87792158715163,0.885436939064714,0.907392536608408,0.876542276806802,0.87792158715163,-3.67390299992438,3.67390299992438,3.61091791264422,7.2848209125686,0.0,2.0,37.0,0.0,1458.0,0.0,0.0,37.0,0.405405405405405,17.0215034484863,-3.22324657440186,0.0,0.0,0.0,0.0,0.0,25.457633972168,6.4436440415479,-0.46345329284668,5.10214431049004,0.0,0.0,0.0,0.0,0.0
1050,0.476454971425323,0.897632757517594,0.5,0.102367242482406,0.397632757517594,0.0236724248240563,42.2432432432432,1036.01245117188,238.186481713482,-1.48133600203135,268.31877690169,0.872717622080679,0.897631879797485,0.851571941858566,0.890613261473134,0.465184550057162,0.897631879797485,-3.74344441777725,3.74344441777725,3.61091791264422,7.35436233042148,0.0,2.0,37.0,0.0,1563.0,0.0,0.0,37.0,0.351351351351351,282.150543212891,12.8804960250854,0.0,0.0,0.0,0.0,0.0,30.4597282409668,10.3144146190906,-0.588939130306244,8.2752743507596,0.0,0.0,0.0,0.0,0.0
1054,0.90759416541883,0.677018633540373,0.5,0.322981366459627,0.177018633540373,0.242236024844721,4.12820512820513,20.3358098659965,8.85611727571432,-1.14703953266144,5.71925426844832,0.69796568627451,0.707843137254902,0.682794117647059,0.683946078431373,0.733210784313726,0.695710784313726,-1.41784271885482,1.41784271885482,3.66356164612965,5.08140436498446,0.0,2.0,39.0,0.0,161.0,0.0,0.0,39.0,0.282051282051282,9.18912220001221,2.76217865943909,0.0,0.0,0.0,0.0,0.0,4.3571982383728,2.47018974369917,-1.33250749111176,1.31688411189827,0.0,0.0,0.0,0.0,0.0
1055,0.768691302703017,0.775280898876405,0.5,0.224719101123595,0.275280898876405,0.0898876404494382,11.125,39.5229885057471,10.1359504734895,2.01720647773279,12.5981566767298,0.752777777777778,0.775,0.752777777777778,0.686111111111111,0.608333333333333,0.775,-2.4091948280523,2.4091948280523,2.07944154167984,4.48863636973214,1.0,2.0,8.0,0.0,89.0,0.0,0.0,7.0,0.6,2.32792731054222,1.69306135523455,0.0,0.0,0.0,0.142857142857143,7.0,6.44383337042068,2.97046703728213,1.72637326569905,1.55327650800526,3.0,3.0,3.0,0.0,3.0
1056,0.0614814326341265,0.992816395520811,0.5,0.00718360447918868,0.492816395520811,0.00401436720895838,249.105263157895,4582.7730871864,826.088953661013,-1.95666289329529,1146.67569854547,0.99344898677528,0.992816747959304,0.994295324136929,0.975810775325031,0.936720805886593,0.992816747959304,-5.51787555073981,5.51787555073981,3.63758615972639,9.15546171046619,0.0,2.0,38.0,0.0,9466.0,0.0,0.0,38.0,0.368421052631579,717.595581054688,-19.058177947998,0.0,0.0,0.0,0.0,0.0,67.2496490478516,17.7672494438134,-1.97544384002686,16.8718741287776,0.0,0.0,0.0,0.0,0.0
1059,0.382060953940442,0.925619834710744,0.5,0.0743801652892562,0.425619834710744,0.239669421487603,4.17241379310345,45.4197306397616,7.69027695628303,-1.13414421895607,9.64635191420112,0.925641025641026,0.926282051282051,0.875524475524475,0.902564102564103,0.698135198135198,0.926282051282051,-1.42849471561027,1.42849471561027,3.36729582998647,4.79579054559674,0.0,2.0,29.0,0.0,121.0,0.0,0.0,29.0,0.310344827586207,4.873206615448,-1.86488711833954,0.0,0.0,0.0,0.0,0.0,6.40530252456665,2.22018055261338,0.00390994641929865,1.32334295860041,0.0,0.0,0.0,0.0,0.0
1060,0.549108745026007,0.873015873015873,0.5,0.126984126984127,0.373015873015873,0.46031746031746,2.17241379310345,30.1835443000249,8.01381448465484,-0.643325439688796,7.1743770801061,0.90952380952381,0.918095238095238,0.858571428571429,0.860952380952381,0.852857142857143,0.898095238095238,-0.775838896405059,0.775838896405059,3.36729582998647,4.14313472639153,0.0,2.0,29.0,0.0,63.0,0.0,0.0,29.0,0.275862068965517,5.15550899505615,-2.10502123832703,0.0,0.0,0.0,0.0,0.0,5.03695201873779,2.45979322647226,-0.140535831451416,1.04274305481595,0.0,0.0,0.0,0.0,0.0
1061,0.694974967367627,0.813084112149533,0.5,0.186915887850467,0.313084112149533,0.271028037383178,3.68965517241379,44.1827354431152,17.4739378929898,-0.185591265104159,13.2083607840343,0.785454545454545,0.814545454545455,0.768181818181818,0.852727272727273,0.861818181818182,0.861818181818182,-1.30553300447543,1.30553300447543,3.36729582998647,4.67282883446191,0.0,2.0,29.0,0.0,107.0,0.0,0.0,29.0,0.275862068965517,20.5924663543701,3.86928081512451,0.0,0.0,0.0,0.0,0.0,6.6855263710022,3.31016753254266,-0.44324454665184,1.79676258763423,0.0,0.0,0.0,0.0,0.0
1062,0.76420450650862,0.777777777777778,0.5,0.222222222222222,0.277777777777778,0.805555555555556,1.24137931034483,14.9146050999656,5.63810159538471,-0.541855096817017,3.27283302371987,0.8,0.925,0.9,0.725,0.85,0.8,-0.216223108469636,0.216223108469636,3.36729582998647,3.58351893845611,0.0,2.0,29.0,0.0,36.0,0.0,0.0,29.0,0.241379310344828,5.1090669631958,-2.00671601295471,0.0,0.0,0.0,0.0,0.0,3.65063166618347,2.1035658151939,0.21281036734581,0.691641250659086,0.0,0.0,0.0,0.0,0.0
1063,0.731778619305226,0.795019157088123,0.5,0.204980842911877,0.295019157088123,0.0402298850574713,24.8571428571429,318.175537109375,128.854048824948,1.96135473251343,86.6778604780667,0.769937249210279,0.808482739975526,0.812591422635818,0.827871453370898,0.829610262101938,0.794947209653092,-3.21314515015922,3.21314515015922,3.04452243772342,6.25766758788264,0.0,2.0,21.0,0.0,522.0,0.0,0.0,21.0,0.238095238095238,131.405334472656,9.51973152160645,0.0,0.0,0.0,0.0,0.0,16.740421295166,8.9273453950882,1.04347062110901,4.23985777095557,0.0,0.0,0.0,0.0,0.0
1064,0.606111207123001,0.851485148514851,0.5,0.148514851485149,0.351485148514851,0.287128712871287,3.48275862068966,46.2982136492213,11.839422649304,-0.394074627912015,17.1452909321104,0.856666666666667,0.812222222222222,0.786060606060606,0.860808080808081,0.841515151515152,0.854646464646465,-1.24782468685479,1.24782468685479,3.36729582998647,4.61512051684126,0.0,2.0,29.0,0.0,101.0,0.0,0.0,29.0,0.241379310344828,1.36498546600342,1.35110175609589,0.0,0.0,0.0,0.0,0.0,6.9354190826416,2.73888501935992,0.25763663649559,2.14536939109824,0.0,0.0,0.0,0.0,0.0
1065,0.449310976220483,0.906113537117904,0.5,0.0938864628820961,0.406113537117904,0.0851528384279476,11.7435897435897,134.134752544104,18.7135731572616,-1.49599683189319,24.8062435352351,0.890788364682907,0.906249357590708,0.88005961558228,0.899586802343509,0.851267345050879,0.906249357590708,-2.46330753798454,2.46330753798454,3.66356164612965,6.12686918411419,0.0,2.0,39.0,0.0,458.0,0.0,0.0,39.0,0.256410256410256,12.7361526489258,3.02811789512634,0.0,0.0,0.0,0.0,0.0,9.99858951568604,3.09097279493625,-2.01144671440125,2.19271353723223,0.0,0.0,0.0,0.0,0.0
1066,0.978449329268619,0.586206896551724,0.5,0.413793103448276,0.0862068965517241,0.648275862068965,1.54255319148936,67.5139877862832,11.3317960818625,-3.0,14.6314854447377,0.723333333333333,0.719047619047619,0.674761904761905,0.680952380952381,0.688571428571429,0.585714285714286,-0.433438960150571,0.433438960150571,4.54329478227,4.97673374242057,0.0,2.0,94.0,0.0,145.0,0.0,0.0,94.0,0.180851063829787,3.55235910415649,1.70556175708771,0.0,0.0,0.0,0.0,0.0,8.33750629425049,2.46914081180349,-1.0952582359314,1.83064609966705,0.0,0.0,0.0,0.0,0.0
1067,0.62117334223338,0.845424371740161,0.5,0.154575628259839,0.345424371740161,0.00995732574679943,100.428571428571,102.831985473633,31.7750788163829,1.2356104850769,28.4702112415262,0.822204621811167,0.845430074560451,0.830263984875002,0.858210655629506,0.824100335117504,0.845430074560451,-4.60944674275535,4.60944674275535,3.04452243772342,7.65396918047877,0.0,2.0,21.0,0.0,2109.0,0.0,0.0,21.0,0.333333333333333,17.9931602478027,3.44818210601807,0.0,0.0,0.0,0.0,0.0,8.78278255462646,4.20018791584742,1.13995432853699,1.96758742718008,0.0,0.0,0.0,0.0,0.0
1068,0.363800105319234,0.930568079350766,0.5,0.0694319206492336,0.430568079350766,0.0189359783588819,52.8095238095238,408.634674072266,115.517342714963,13.662878036499,104.447635286605,0.923363314613315,0.93058734058734,0.907965952965953,0.923347080847081,0.890028518778519,0.928752778752779,-3.96669154962694,3.96669154962694,3.04452243772342,7.01121398735037,0.0,2.0,21.0,0.0,1109.0,0.0,0.0,21.0,0.380952380952381,88.3805465698242,-7.15352773666382,0.0,0.0,0.0,0.0,0.0,18.5251235961914,7.99766954921541,2.16927146911621,3.98055769330969,0.0,0.0,0.0,0.0,0.0
1069,0.0385371808878719,0.995884773662551,0.5,0.00411522633744856,0.495884773662551,0.00644122383252818,155.25,2753.64948924788,681.437129019712,-1.02311635017395,715.177051205173,0.992306711064213,0.995885820127193,0.991057355685075,0.990160977744436,0.971023773571598,0.995885820127193,-5.04503672081359,5.04503672081359,3.58351893845611,8.6285556592697,0.0,2.0,36.0,0.0,5589.0,0.0,0.0,36.0,0.277777777777778,719.226135253906,20.1344757080078,0.0,0.0,0.0,0.0,0.0,45.8305130004883,17.1462274210321,-2.76834630966187,13.033151086086,0.0,0.0,0.0,0.0,0.0
1071,0.391243563629256,0.923076923076923,0.5,0.0769230769230769,0.423076923076923,0.0918114143920596,10.8918918918919,56.433420455485,11.4924247386864,-1.52305525816146,13.1179757227978,0.87869918699187,0.905781068524971,0.850844947735192,0.918162020905923,0.833463995354239,0.923159117305459,-2.38801864930246,2.38801864930246,3.61091791264422,5.99893656194668,0.0,2.0,37.0,0.0,403.0,0.0,0.0,37.0,0.297297297297297,4.04166412353516,1.84605944156647,0.0,0.0,0.0,0.0,0.0,7.26994037628174,2.50991174457846,-1.26715588569641,1.525081866372,0.0,0.0,0.0,0.0,0.0
1073,0.999654076049443,0.510948905109489,0.5,0.489051094890511,0.0109489051094891,0.0291970802919708,34.25,99.9485473632812,37.6156363188077,-1.37710392475128,37.6872723905304,0.675396825396825,0.704232804232804,0.697751322751323,0.69047619047619,0.682804232804233,0.643121693121693,-3.53368656470823,3.53368656470823,2.07944154167984,5.61312810638807,0.0,2.0,8.0,0.0,274.0,0.0,0.0,8.0,0.625,30.8292007446289,4.65510749816895,0.0,0.0,0.0,0.0,0.0,9.01689338684082,4.40574830770493,-0.259121537208557,3.38194584089517,0.0,0.0,0.0,0.0,0.0
